company_name,url,description,founders,funding_info,latest_funding_date,total_funding,key_investors,location,headquarters,social_links,success
Wunder,https://www.wundercapital.com,"Fintech/clean energy platform enabling investment in solar projects; founded by Bryan Birsic, Sam Beaudin, and Dave Riess, with investors including Techstars and Fenway Summer Ventures[5][7][13].","Dave Riess, Sam Beaudin, Bryan Birsic","[{'round': 'Seed', 'amount': 'Not disclosed', 'lead_investor': 'Not disclosed', 'year': 'Not disclosed'}, {'round': 'Series A', 'amount': 'Not disclosed', 'lead_investor': 'Techstars Ventures', 'year': 'Mid-2010s'}, {'round': 'Series B', 'amount': '$200 million', 'lead_investor': 'Cyrus Capital Partners', 'year': '2018'}, {'round': 'Project Facilities', 'amount': 'Nine-figure sums', 'lead_investor': 'Ares Management, Cyrus Capital Partners, Keyframe Capital', 'year': 'Not disclosed'}]",2018,$200 million,"Techstars Ventures, Cyrus Capital Partners, Ares Management, Keyframe Capital","Boulder, CO","1702 Walnut Street, Boulder, CO 80302, United States","linkedin: Not found, crunchbase: Not found",Yes
Front Range Biosciences,https://www.frontrangebio.com,,,,,,,,,,No
Revnt,https://www.revnt.com,,,,,,,,,,No
Burstverse AI,https://www.burstverse.ai,,,,,,,,,,No
Mevi,https://www.mevi.io,"Digital real estate platform founded in 2020, streamlining transactions for agents, buyers, and sellers with seamless digital tools; VC-backed[7].",Anthony Papadimitropoulos,Not found,Not found,Not found,,"Denver, CO",Not found,"linkedin: Not found, crunchbase: Not found",Yes
Acesis,https://www.acesis.com,"Healthtech startup founded in 2020, leveraging AI and software to improve healthcare workflows and patient outcomes; seed funded[3].","Dr. Costas N. Karatzas, Dr. Vassilios Papadopoulos",Not found,Not found,Not found,,"Mountain View, California","2047 Old Middlefield Way, Mountain View, California, United States","linkedin: Not found, crunchbase: Not found",Yes
Culinary Creative Group,https://www.culinarycreativegroup.com,,,,,,,,,,No
Shadower,https://shadower.com,"Online platform connecting amateurs with experts for real-life shadowing experiences, aiming to reimagine education through hands-on learning and networking. Founded in 2019 in Fort Collins[4].",Jason Pacini,Not found,Not found,Not found,,"Fort Collins, CO",Not found,"linkedin: Not found, crunchbase: Not found",Yes
Fintary,https://fintary.com,Automates insurance commission and financial operations for insurance companies; recently closed a $10M Series A funding round to expand its platform[9].,Qiyun Cai,"[{'round': 'Series A', 'amount': '$10M', 'lead_investor': 'Infinity Ventures', 'other_investors': ['Sierra Ventures', 'existing investors'], 'year': '2025'}]",2025-11,$12.8M,"Infinity Ventures, Sierra Ventures",Not found,Not found,"linkedin: Not found, crunchbase: Not found",Yes
FarmFusion,https://www.farmfusion.com,,,,,,,,,,No
KLOwen Braces,https://klowenbraces.com,Dental technology startup developing custom 3D-printed orthodontic solutions to improve patient outcomes and treatment efficiency. Based in Fort Collins and a top-funded local startup[14].,Dr. Brandon Owen,"[{'round': 'Seed/Early', 'amount': 'Not disclosed', 'lead_investor': 'Not disclosed', 'year': 'Not disclosed'}, {'round': 'Series A', 'amount': '$10.5 million', 'lead_investor': 'Columbia Pacific Advisors', 'year': '2022'}, {'round': 'Series B', 'amount': '$25.5 million', 'lead_investor': 'InLight Capital', 'year': '2024'}]",2024-10,$36 million,"Columbia Pacific Advisors, Jazz Venture Partners, SpringRock Ventures, Ensemble Innovation Ventures, American Association of Orthodontists, InLight Capital","Richardson, Texas","1703 N. Plano Road, Suite 200, Richardson, Texas 75081, United States","linkedin: Not found, crunchbase: Not found",Yes
HyFrontier Technologies,https://hyfrontier.com,,,,,,,,,,No
UAVenture,https://www.uaventure.com,"Longmont-based startup providing advanced drone software and hardware solutions for commercial and industrial applications, with recent funding and rapid expansion[8].","Fletcher J. McCusker, Michael N. Deitch",Not found,Not found,Not found,,"Near Zurich, Switzerland",Not found,"facebook: https://www.facebook.com/uaventure/, youtube: https://www.youtube.com/channel/UCJHIvRupATydiQwWLdVjlBA/videos, linkedin: https://www.linkedin.com/company/10629753, crunchbase: Not found",Yes
EnConnect,https://www.enconnect.io,,,,,,,,,,No
Colorado Impact Fund,https://www.coloradoimpactfund.com,Denver-based VC firm investing in high-growth Colorado companies with scalable business models and a commitment to community impact[5].,"Jim Kelley, Ryan Heckman","Colorado Impact Fund I and Colorado Bridge Fund manage approximately $80 million of private capital. Initial investments typically range from $500,000 to $2 million depending on company stage.",Not found,$80M,,"Denver, CO","1555 Blake Street, Suite 200, Denver, CO 80202, United States","linkedin: Not found, crunchbase: Not found",Yes
Boomtown Accelerators,https://www.boomtownaccelerators.com,,,,,,,,,,No
Grotech Ventures,https://www.grotech.com,"VC firm investing $500,000 to $5 million in early-stage technology companies, supporting ambitious entrepreneurs in building enduring tech businesses[4].",Frank Adams,"Seed/Series A: $500,000 to $5 million; Series B and C: follow-on investments; Total raised: over $1.5 billion across multiple funds since 1984.",Not found,$1.5B+,,"Arlington, VA","3033 Wilson Boulevard, Suite 200, Arlington, VA 22201, USA","twitter: http://twitter.com/grotechventure, linkedin: https://www.linkedin.com/company/grotech-capital-group/about/, crunchbase: Not found",Yes
Cottonwood Technology Fund,https://www.cottonwood.vc,"Deeptech-focused VC investing in early-stage, high-potential startups in advanced materials, photonics, robotics, and clean energy[16].",David Blivin,"[{'round': 'Seed', 'amount': '€12M', 'lead_investors': 'Cottonwood Technology Fund', 'year': '2025'}, {'round': 'Series B', 'amount': '$21M', 'lead_investors': 'Cottonwood Technology Fund', 'year': '2025'}, {'round': 'Series B2', 'amount': '€7.9M', 'lead_investors': 'Cottonwood Technology Fund', 'year': '2025'}]",2025-06,Not found,"Caterpillar Ventures, regional Dutch investment organizations, large telecom/industrial players","Santa Fe, NM","527 Don Gaspar Avenue, Santa Fe, NM 87505, United States","linkedin: Not found, crunchbase: Not found",Yes
Meritage Funds,https://www.meritagefunds.com,,,,,,,,,,No
Advantage Capital Partners,https://www.advantagecap.com,National investment firm with a dedicated Colorado fund supporting local startups and growing businesses[1][9].,Steven Stull,Not found,Not found,$5 billion,,"New Orleans, LA","909 Poydras Street, Suite 2230, New Orleans, LA 70112, United States","linkedin: Not found, crunchbase: Not found",Yes
Techstars Boulder,https://www.techstars.com/accelerators/boulder,,,,,,,,,,No
Opanga Networks,https://www.opanga.com,Develops advanced software solutions for mobile network optimization and performance enhancement; recently received Series D funding from Boulder Ventures[3].,Dave Gibbons,"[{'round': 'Series A', 'amount': '$15.9–16 million', 'lead_investors': ['Boulder Ventures', 'Cisco Investments', 'Grayhawk Capital', 'Trilogy Equity Partners'], 'year': 2025}]",2025-03,Not found,"Boulder Ventures, Cisco Investments, Grayhawk Capital, Trilogy Equity Partners","Seattle, WA","901 5th Avenue, Suite 3210, Seattle, WA 98164, United States","linkedin: Not found, crunchbase: Not found",Yes
Spectrum Effect,https://www.spectrumeffect.com,Provides AI-driven network analytics for mobile operators to improve wireless network performance and efficiency; backed by Boulder Ventures[3].,Charles Immendorf,Not found,Not found,$27.15M,"Boulder Ventures, Joseph Landy","Kirkland, WA","Spectrum Effect, Inc.
10510 Northup Way, Suite 130
Kirkland, WA 98033
United States","facebook: https://www.facebook.com/Spectrum-Effect-450369998421600/, linkedin: https://www.linkedin.com/company/spectrum-effect/, youtube: https://www.youtube.com/channel/UChndB3LG5svlinMknW7gz-w, instagram: https://www.instagram.com/spectrum.effect, crunchbase: Not found",Yes
Ambrosia Biosciences,https://www.ambrosiatherapeutics.com,,,,,,,,,,No
Array BioPharma (acquired by Pfizer),https://www.pfizer.com/science/oncology/array-biopharma,,,,,,,,,,No
Crisp,https://www.crispnow.com,"Offers a platform for real-time data sharing and collaboration, serving enterprise clients; listed as a Boulder Ventures portfolio company[2].","Are Traasdahl, Dag Liodden","[{'round': 'Seed', 'amount': '$24 million', 'lead_investors': 'Spring Capital, Swell Partners', 'year': 'Prior to Series A'}, {'round': 'Series A', 'amount': '$12 million', 'lead_investors': 'FirstMark Capital', 'year': '2020'}, {'round': 'Series B', 'amount': '$50 million', 'lead_investors': 'FirstMark Capital, Spring Capital, Blue Cloud Ventures', 'year': '2024'}]",2024,$50 million,"FirstMark Capital, Spring Capital, Blue Cloud Ventures, TriplePoint Capital","Springdale, AR","101 W. Johnson Ave, Suite C, Springdale, AR 72764","linkedin: Not found, crunchbase: Not found",Yes
Digital Fortress,https://www.digitalfortress.com,,,,,,,,,,No
EdgeConneX,https://www.edgeconnex.com,"Specializes in edge data center solutions for cloud, content, and network service providers; Boulder Ventures portfolio company[2].","Randy Brouckman, Edmund Wilson",Not found,Not found,Not found,"EQT Infrastructure, Sixth Street","Herndon, VA","2201 Cooperative Way, Suite 400, Herndon, VA 20171, United States","twitter: https://www.edgeconnex.com/news/press-releases/global-data-center-leader-edgeconnex-unveils-plans-for-japanese-market-entry/, linkedin: Not found, crunchbase: Not found",Yes
CommercialTribe,https://www.commercialtribe.com,,,,,,,,,,No
Hyperia,https://hyperia.net,,,,,,,,,,No
Nivati,https://nivati.com,"Employee mental health and wellness platform offering counseling, coaching, and wellness resources[1].",Amelia Wilcox,"[{'round': 'Seed', 'amount': '$4 million', 'lead_investor': 'Firebrand Ventures', 'year': '2023'}, {'round': 'Seed', 'amount': '$1 million', 'lead_investor': 'Not found', 'year': 'Not found'}]",2023,$5 million,"Firebrand Ventures, Access Ventures, Peak Capital, Service Provider Capital, Aaron Skonnard","South Jordan, UT","10808 South River Front Parkway, Suite 3054, South Jordan, UT 84095, USA","linkedin: Not found, crunchbase: Not found",Yes
Wednesday,https://wednesday.is,Software development consultancy specializing in product engineering and digital transformation[1].,Not found,Not found,Not found,Not found,,Not found,Not found,"twitter: https://twitter.com/wednesdaysol?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor, linkedin: https://in.linkedin.com/company/wednesday-solutions?original_referer=https%3A%2F%2Fwww.google.com%2F, instagram: https://www.instagram.com/wednesday.sol/?hl=en, crunchbase: Not found",Yes
Ello,https://ello.co,"A social network for creators, artists, and creative communities focused on privacy and ad-free experiences. Founded by Paul Budnitz, Todd Berger, and Lucian Föhr.","Paul Budnitz, Todd Berger, Lucian Föhr","Seed, Series A; Total amount raised: $15–15.5 million; Lead investor: Goodwater Capital; Year: 2023.",2023,$15–15.5 million,"Goodwater Capital, Homebrew, Reed Hastings, Ravensburger, Project A, Y Combinator, WndrCo, Reach Capital, Visible Ventures, Khosla Ventures, Common Sense Growth/Media","Boulder, CO","1100 Spruce Street, Suite 104, Boulder, Colorado, United States, 80302","linkedin: Not found, crunchbase: Not found",Yes
DigitalOcean,https://www.digitalocean.com,"Offers cloud computing services and infrastructure for developers, focusing on simplicity and scalability for deploying and managing applications[5][9].","Ben Uretsky, Moisey Uretsky, Mitch Wainer, Jeff Carr, Alec Hartman","[{'round': 'Seed', 'amount': 'Not disclosed', 'lead_investors': 'TechStars and angel investors', 'year': 'Not disclosed'}, {'round': 'Series A', 'amount': '$37 million', 'lead_investors': 'Andreessen Horowitz', 'year': '2014'}, {'round': 'Series B', 'amount': '$83 million', 'lead_investors': 'Access Industries', 'year': '2015'}, {'round': 'Series C', 'amount': '$50 million', 'lead_investors': 'Access Industries', 'year': '2020'}, {'round': 'Debt financing', 'amount': '$100 million', 'lead_investors': 'Not disclosed', 'year': '2020'}, {'round': 'IPO', 'amount': 'Hundreds of millions', 'lead_investors': 'Not disclosed', 'year': '2021'}]",2021-03,Approximately $270 million,"Andreessen Horowitz, Access Industries","New York City, NY","101 6th Avenue, New York, NY 10013, United States","twitter: https://twitter.com/digitalocean, instagram: https://www.instagram.com/thedigitalocean/, facebook: https://www.facebook.com/DigitalOceanCloudHosting, youtube: https://www.youtube.com/DigitalOcean, linkedin: https://www.linkedin.com/company/digitalocean/, crunchbase: Not found",Yes
SalesLoft,https://salesloft.com,"Delivers a sales engagement platform that helps sales teams increase productivity, track communications, and optimize workflows[5].","Kyle Porter, David Cummings, Rob Forman, Tim Dorr","[{'round': 'Series A', 'amount': '$10.2 million', 'lead_investor': 'Emergence Capital', 'year': '2015'}, {'round': 'Series B', 'amount': '$14.5 million', 'lead_investor': 'Emergence Capital', 'year': '2017'}, {'round': 'Series C', 'amount': '$50 million', 'lead_investor': 'Insight Venture Partners', 'year': '2018'}, {'round': 'Series D', 'amount': '$70 million', 'lead_investor': 'Insight Partners', 'year': '2019'}, {'round': 'Series E', 'amount': '$100 million', 'lead_investor': 'Owl Rock Capital', 'year': '2021'}]",2021-01,$245.7 million,"Emergence Capital, Insight Partners, Owl Rock Capital","Atlanta, GA","1180 West Peachtree Street NW, Suite 2400, Atlanta, GA 30309, United States","linkedin: Not found, crunchbase: Not found",Yes
Veho,https://shipveho.com,"Specializes in technology-driven logistics and last-mile delivery solutions for e-commerce brands, focusing on customer experience[5].","Itamar Zur, Fred Cook","[{'round': 'Series A', 'amount': '$125 million', 'lead_investor': 'General Catalyst', 'year': '2021'}, {'round': 'Series B', 'amount': '$170 million', 'lead_investor': 'Tiger Global', 'year': '2022'}]",2022-02,$295–300 million,"General Catalyst, Tiger Global, SoftBank Vision Fund 2, Bling Capital, Construct Capital, Industry Ventures, Origin Ventures","Claymont, DE","2093 Philadelphia Pike, Suite 8346, Claymont, Delaware 19703, United States","linkedin: Not found, crunchbase: Not found",Yes
Next Big Sound,https://www.nextbigsound.com,,,,,,,,,,No
Outreach,https://www.outreach.io,Provides a sales execution platform that automates and optimizes sales communications and workflows for revenue teams[9].,"Manny Medina, Wes Hather, Gordon Hempton, Andrew Kinzer",Not found,Not found,Not found,,"Seattle, WA","333 Elliott Ave W, Suite 500, Seattle, WA 98119, United States","linkedin: Not found, crunchbase: Not found",Yes
Bench,https://bench.co,"Delivers online bookkeeping and accounting services for small businesses, combining software with human bookkeepers[9].","Ian Crosby, Jordan Menashy, Adam Saint, Pavel Rodionov",Not found,Not found,Not found,,"Vancouver, Canada","545 Robson Street, Vancouver, BC V6B 2B7, Canada","linkedin: Not found, crunchbase: Not found",Yes
Cotopaxi,https://www.cotopaxi.com,"Outdoor gear and apparel company focused on sustainable products and social impact, known for colorful backpacks and adventure clothing[1][2][3][5].","Davis Smith, Stephan Jacob, CJ Whittaker","[{'round': 'Seed', 'amount': 'Not disclosed', 'lead_investors': 'Not disclosed', 'year': 'Not disclosed'}, {'round': 'Series A', 'amount': '$6.5 million', 'lead_investors': 'Greycroft', 'year': '2015'}, {'round': 'Series B', 'amount': 'Not disclosed', 'lead_investors': 'Ridgeline Ventures', 'year': 'Not disclosed'}, {'round': 'Series C', 'amount': 'Not disclosed', 'lead_investors': 'Bain Capital Double Impact', 'year': '2021'}]",2021,At least $6.5 million,"Greycroft, NEA, Forerunner Ventures, Lerer Hippeau, Bain Capital Double Impact, Ridgeline Ventures, Campfire Capital, Revolution’s Rise of the Rest Seed Fund","Salt Lake City, UT","7938 S 3500 E, Salt Lake City, UT 84121, USA","linkedin: Not found, crunchbase: Not found",Yes
